Headline,Body ID,Stance
"TFA has not raised the status of teachers",90228,unrelated
"TFA has not raised the status of teachers",90344,unrelated
"Former colonial powers should not pay reparations",94188,unrelated
"New York's bike lanes are not working",92807,unrelated
"Supporting Israel helps",91736,disagree
"It should be illegal to declaw your cat",90679,disagree
"Charter schools are cherry-picking students",91048,unrelated
"Turkey belongs to NATO",91458,unrelated
"Teachers do not need to have experience",92109,unrelated
"Extreme parenting is counterproductive",92439,unrelated
"Turkey belongs to NATO",94321,unrelated
"Home schoolers deserve a tax break",90285,unrelated
"Guns should be permitted on college campuses",92606,unrelated
"Social media encourage romance",92434,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90443,discuss
"Unpaid intenship exploit college students",90365,disagree
"Unpaid intenship exploit college students",90374,agree
"State citizenship is not the answer to immigration reform",92795,unrelated
"Government should grade colleges",90340,unrelated
"Salt should have a place at the table",91839,unrelated
"College should be free",93958,agree
"State citizenship is not the answer to immigration reform",91476,unrelated
"Miss America is bad for women",91641,discuss
"Comment sections have failed",93030,unrelated
"California doesn't need high-speed rail",91962,unrelated
"All immigrants should get ID cards",93061,unrelated
"Machines are gaining the upper hand on humans",91324,unrelated
"Farms could survive without illegal labor",91249,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",92721,unrelated
"Colleges do not need humanities programs",91120,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",92293,unrelated
"Voting should be a constitutional right",93595,agree
"We don't need libraries",93144,unrelated
"Obamacare is not working",91136,agree
"Prostituion is safer when it's legal",93246,unrelated
"Supreme court is not too powerful",90012,unrelated
"No, it can't denounce",90254,unrelated
"Farm subsidies do not protect national security",93919,discuss
"Drone attacks make more harm",91514,unrelated
"Parents should control what kids learn at school",90972,disagree
"Comment sections have failed",92409,disagree
"Dual citizenship should be allowed",92085,agree
"Not to tip",93654,unrelated
"Medicare doesn't need to be reformed",90070,unrelated
"No, it can't denounce",94368,unrelated
"Border is not secure enough",92677,unrelated
"We don't need libraries",93269,unrelated
"Modern men are manly enough",91031,discuss
"Farms could survive without illegal labor",92910,unrelated
"Home schoolers deserve a tax break",90039,unrelated
"No, it can't denounce",92661,disagree
"Medical websites are dangerous",92274,discuss
"We don't need libraries",91468,unrelated
"No, it can't denounce",92638,disagree
"Home-schoolers should not play for high school teams",91168,unrelated
"Big banks are not out of control",92483,unrelated
"Rich politicans are less corruptible",90636,unrelated
"Police is reacting to dangers",91374,unrelated
"New York's bike lanes are not working",90637,unrelated
"Marijuana is a gateway drug",91981,unrelated
"Non-Muslims help women by wearing hijabs",93745,unrelated
"Unpaid intenship exploit college students",90931,unrelated
"Nations should not recognize a Palestinian state",91351,unrelated
"No, it can't denounce",92617,disagree
"Unpaid intenship exploit college students",91114,unrelated
"Women should delay motherhood",90945,unrelated
"College students' votes do matter in an election",93176,agree
"Do not legitimize Frisbee",93253,unrelated
"Veganism is good for everyone",91269,unrelated
"Writing can be assessed",92430,unrelated
"Casinos are not too much of a gamble",92944,disagree
"Royal Couple could be a modern family",90130,agree
"Do not stop taxing capital gains",90413,unrelated
"Christians have created a harmful atmosphere for gays",90527,unrelated
"Do not stop taxing capital gains",91382,unrelated
"Europe should not shun refugees",91395,unrelated
"College should be free",92415,unrelated
"Greece should abandon Euro",91280,unrelated
"Veganism is good for everyone",91311,unrelated
"Overcrowding is a legitimate threat",93956,unrelated
"Medicare doesn't need to be reformed",93651,unrelated
"Non-Muslims help women by wearing hijabs",93007,unrelated
"Marijuana is a gateway drug",91527,unrelated
"Comment sections have failed",90888,unrelated
"No, it can't denounce",92626,discuss
"The threat has been exaggerated",92725,unrelated
"Speech can be limited for public workers",93583,unrelated
"We should manipulate our dreams",91918,unrelated
"Europe should not shun refugees",92118,disagree
"Beachfront homes should have to open their land to the public",91387,unrelated
"Economists are not overrated",94050,disagree
"The bar is not too low to get into law school",91010,unrelated
"Pollings do no undermine democracy",94008,unrelated
"California doesn't need high-speed rail",91391,unrelated
"We don't need libraries",90855,unrelated
"Opioid training should be mandatory",93246,unrelated
"Online classes are not the best way to teach",93461,unrelated
"It should be illegal to declaw your cat",90694,agree
"Abolish Birthright Citizenship",92997,unrelated
"College students' votes do matter in an election",93012,unrelated
"US should attack Syria",93401,agree
"Electric cars will not succeed",93327,disagree
"Abolish Birthright Citizenship",90551,unrelated
"Police is reacting to dangers",93377,unrelated
"The U.S. should not work with Assad to fight ISIS",91353,disagree
"Electric cars will not succeed",90433,unrelated
"People are getting dumber",90299,unrelated
"Open office layout should be reconsidered",94424,discuss
"Women should be encouraged to have kids at home",90570,unrelated
"Salt should have a place at the table",91047,unrelated
"Nations should not recognize a Palestinian state",94075,unrelated
"Public universities are neglecting in-state students",92920,agree
"New York's bike lanes are not working",90502,discuss
"Drone attacks make more harm",92082,unrelated
"Police is reacting to dangers",93381,unrelated
"Legislation should not protect obese",92936,unrelated
"Extreme parenting is counterproductive",93819,unrelated
"Supporting Israel helps",90746,unrelated
"Ruining",91280,unrelated
"Drug addicts should be forced into treatment",90990,unrelated
"Abolish Birthright Citizenship",93538,agree
"Do not stop taxing capital gains",91846,agree
"Non-Muslims help women by wearing hijabs",94214,unrelated
"3-D printing will change the world",90969,unrelated
"We don't need the C.I.A.",90588,agree
"Do not restrict use of the word 'natural' on food labels",92983,unrelated
"Guns should be permitted on college campuses",92783,unrelated
"Home schoolers deserve a tax break",90822,unrelated
"Iran doesn't remain a threat",90659,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91975,discuss
"Colleges do not need humanities programs",94073,disagree
"Colleges do not need humanities programs",94064,discuss
"Teachers do not need to have experience",93861,unrelated
"Overcrowded national parks should have restricted access",91451,unrelated
"States do not need special schools for the deaf",93683,discuss
"People are getting dumber",90466,unrelated
"The U.S. should not work with Assad to fight ISIS",92891,unrelated
"Comment sections have failed",90398,unrelated
"Obamacare is not working",91573,unrelated
"Guns should be permitted on college campuses",93628,disagree
"Marijuana is a gateway drug",92435,unrelated
"Home schoolers deserve a tax break",94079,unrelated
"Comment sections have failed",93640,unrelated
"It should be illegal to declaw your cat",92910,unrelated
"Supporting Israel helps",94357,unrelated
"Home schoolers deserve a tax break",92177,unrelated
"Obamacare is not working",90069,unrelated
"Marijuana is a gateway drug",94099,unrelated
"Fees are necessary",92619,unrelated
"The bar is not too low to get into law school",90491,unrelated
"Economists are not overrated",94043,disagree
"TFA has not raised the status of teachers",92452,disagree
"Obamacare is not working",90222,unrelated
"Medical websites are dangerous",90977,unrelated
"Vaccination should be mandatory for all children",91341,unrelated
"Royal Couple could be a modern family",92670,unrelated
"The new apps is a way for people to get into popular restaurants",92512,disagree
"Voting should be mandatory",92605,unrelated
"Non-Muslims help women by wearing hijabs",92204,discuss
"Nations should not recognize a Palestinian state",91700,agree
"Comment sections have failed",91080,unrelated
"The new apps is a way for people to get into popular restaurants",92279,unrelated
"Public preschool is a smart investment",92739,unrelated
"US should attack Syria",94361,unrelated
"Vaccination should be mandatory for all children",93355,unrelated
"Overcrowding is a legitimate threat",91390,agree
"New York's bike lanes are not working",91267,unrelated
"Privatization is a bad deal for cities and states",93093,unrelated
"Public preschool is a smart investment",90334,agree
"Online classes are not the best way to teach",91021,unrelated
"TFA has not raised the status of teachers",92442,discuss
"Women should be encouraged to have kids at home",92743,agree
"Foreign language classes should be mandatory in college",93131,unrelated
"Non-Muslims help women by wearing hijabs",92184,disagree
"Greece will destroy the Euro Zone",91736,unrelated
"Farms could survive without illegal labor",91568,unrelated
"Women should delay motherhood",93625,unrelated
"Wal-Mart can make us healthier",93456,unrelated
"Casinos are not too much of a gamble",92057,unrelated
"Farms could survive without illegal labor",90153,unrelated
"We don't need the C.I.A.",90381,unrelated
"The Atlantic coast should be opened to drilling",90721,unrelated
"We don't need libraries",91302,disagree
"Do not stop taxing capital gains",91733,unrelated
"Wealthy colleges deserve tax breaks",90214,discuss
"Parents should help their children with homework",90495,unrelated
"Women should delay motherhood",93897,unrelated
"No, it can't denounce",91150,unrelated
"Rim should be raised",93808,unrelated
"Supporting Israel helps",92906,unrelated
"Queen Elizabeth II should not step down",92477,agree
"Felons should be allowed to vote",90585,unrelated
"No, it can't denounce",92957,unrelated
"Parents should control what kids learn at school",91791,unrelated
"Ruining",91228,unrelated
"Supporting Israel helps",93138,unrelated
"College should be free",91956,unrelated
"Supporting Israel helps",91554,unrelated
"Same-sex colleges are outdated",92378,unrelated
"NATO should defend nonmbers",90342,unrelated
"Companies can be trusted",91239,unrelated
"Electric cars will not succeed",93329,disagree
"Comment sections have failed",91514,unrelated
"Obamacare is not working",91073,unrelated
"Jail record should be an employer's first impression",93693,unrelated
"Economists are not overrated",94052,agree
"Legislation should not protect obese",90838,unrelated
"No, the laws should not be toughened",91264,disagree
"Christians have created a harmful atmosphere for gays",90058,unrelated
"Wealthy colleges deserve tax breaks",94114,unrelated
"Electric cars will not succeed",91391,unrelated
"Parents should make vacation with kids",90563,unrelated
"Drone attacks make more harm",93340,agree
"Privatization is a bad deal for cities and states",90184,disagree
"Technological innovation is creating better worlds",91127,unrelated
"Charter schools are cherry-picking students",93668,agree
"US should attack Syria",92019,unrelated
"The Atlantic coast should be opened to drilling",92602,unrelated
"No, it can't denounce",92561,disagree
"Same-sex colleges are outdated",92514,unrelated
"Voting should be mandatory",90331,unrelated
"It is fair to rate professors online",94424,unrelated
"Extreme parenting is counterproductive",90758,unrelated
"Privatization is a bad deal for cities and states",93058,unrelated
"Companies can be trusted",92402,unrelated
"Women should be encouraged to have kids at home",92103,unrelated
"Internet addiction is a concern for teenagers",94443,agree
"Home schoolers deserve a tax break",92782,unrelated
"We should disband NATO",94347,unrelated
"Government should not regulate airline industry again",90287,unrelated
"Europe should not shun refugees",92127,agree
"Parents should control what kids learn at school",92009,unrelated
"The U.S. should not work with Assad to fight ISIS",92616,unrelated
"Electric cars will not succeed",91672,unrelated
"Non-Muslims help women by wearing hijabs",93074,unrelated
"New York's bike lanes are not working",90851,unrelated
"Voting should be mandatory",93924,unrelated
"Google is a harmful monopoly",90358,unrelated
"TFA has not raised the status of teachers",92441,discuss
"Greece will destroy the Euro Zone",94384,unrelated
"Abolish Birthright Citizenship",90698,unrelated
"No, it can't denounce",92611,disagree
"Russia can be a partner",90675,unrelated
"Voting should be mandatory",90711,unrelated
"Rock Hall of Fame doesn't matter",91433,unrelated
"Foreign language classes should be mandatory in college",94063,unrelated
"Electric cars will not succeed",94186,unrelated
"New York's bike lanes are not working",94367,unrelated
"Ruining",92172,unrelated
"Big banks are not out of control",93896,unrelated
"Home schoolers deserve a tax break",94098,unrelated
"Public universities are neglecting in-state students",93112,unrelated
"Dual citizenship should be allowed",92084,discuss
"Overcrowding is a legitimate threat",94034,unrelated
"Royal Couple could be a modern family",92021,unrelated
"We don't need libraries",91273,disagree
"Vaccination should be mandatory for all children",93947,unrelated
"The U.S. should lift sanctions with Cuba",90269,unrelated
"Farms could survive without illegal labor",91986,unrelated
"Electric cars will not succeed",90227,unrelated
"Nations should not recognize a Palestinian state",90580,unrelated
"No, it can't denounce",91428,unrelated
"Organic food is not worth the expense",93006,unrelated
"State citizenship is not the answer to immigration reform",90006,agree
"Fraternities and sororities should be co-ed",90584,unrelated
"Home-schoolers should not play for high school teams",91402,unrelated
"Europe should not shun refugees",93328,unrelated
"Affirmative actions should be based on income",90668,unrelated
"Modern men are manly enough",91004,agree
"Not to tip",91487,unrelated
"Brazil should not postpone Olympics",92509,unrelated
"TFA has not raised the status of teachers",94343,unrelated
"Fees are necessary",91309,disagree
"Colleges do not need humanities programs",91117,unrelated
"School librarians are expendable",90788,unrelated
"The new apps is a way for people to get into popular restaurants",93120,unrelated
"It should be illegal to declaw your cat",90688,agree
"Vaccination should be mandatory for all children",94081,unrelated
"Rich politicans are less corruptible",93010,disagree
"Immigration is not really a problem",91589,unrelated
"Tennis strung is not too tight",92688,unrelated
"Not to tip",93064,unrelated
"Teachers do not need to have experience",93099,unrelated
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91976,disagree
"No, it can't denounce",92861,unrelated
"Overcrowded national parks should have restricted access",91569,unrelated
"Former colonial powers should not pay reparations",91098,unrelated
"Salt should have a place at the table",93842,unrelated
"Unpaid intenship exploit college students",93945,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",91592,unrelated
"Supporting Israel helps",93889,unrelated
"Speech can be limited for public workers",94069,unrelated
"Doping should be allowed",94027,unrelated
"Drone attacks make more harm",94375,unrelated
"Do not stop taxing capital gains",93562,unrelated
"Modern men are manly enough",92580,unrelated
"Women should be encouraged to have kids at home",92729,agree
"Companies can be trusted",90604,unrelated
"Colleges do not need humanities programs",90238,unrelated
"Colleges do not need humanities programs",90490,unrelated
"Obamacare is not working",94020,unrelated
"3-D printing will change the world",90771,unrelated
"California doesn't need high-speed rail",93799,disagree
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",91980,disagree
"Do not stop taxing capital gains",93455,unrelated
"The bar is not too low to get into law school",90710,unrelated
"3-D printing will change the world",91814,unrelated
"Same-sex colleges are outdated",93515,unrelated
"Marijuana is a gateway drug",93612,unrelated
"Speech can be limited for public workers",90132,unrelated
"Technological innovation is creating better worlds",90464,unrelated
"School librarians are expendable",93437,unrelated
"Veganism is good for everyone",92556,unrelated
"Royal Couple could be a modern family",93853,unrelated
"The threat has been exaggerated",93822,unrelated
"Fraternities and sororities should be co-ed",91672,unrelated
"Extreme parenting is counterproductive",91919,agree
"Wealthy colleges deserve tax breaks",91380,unrelated
"New York's bike lanes are not working",92509,unrelated
"Parents should control what kids learn at school",90964,disagree
"No, it can't denounce",92941,unrelated
"Marijuana is a gateway drug",90094,unrelated
"Obamacare is not working",91183,disagree
"Colleges do not need humanities programs",94065,agree
"Colorado didn't go too far with pot",90739,unrelated
"Obamacare is not working",93721,unrelated
"Nations should not recognize a Palestinian state",91877,unrelated
"It is fair to rate professors online",92083,unrelated
"Colleges do not need humanities programs",94249,unrelated
"US should attack Syria",94358,unrelated
"Same-sex colleges are outdated",90920,unrelated
"Affirmative actions should be based on income",90895,unrelated
"Keep selling arms to Taiwan",93400,unrelated
"Not to tip",93959,unrelated
"Modern men are manly enough",93038,unrelated
"Wal-Mart can make us healthier",91568,agree
"Companies can be trusted",92679,unrelated
"Affirmative actions should be based on income",90373,unrelated
"Overcrowding is a legitimate threat",93043,unrelated
"Home-schoolers should not play for high school teams",90330,unrelated
"Christians have created a harmful atmosphere for gays",93837,unrelated
"Felons should be allowed to vote",91838,unrelated
"Veganism is good for everyone",91129,unrelated
"We do not need more advice about eating well",93526,unrelated
"No, it can't denounce",90777,unrelated
"Rich politicans are less corruptible",93008,discuss
"Opioid training should be mandatory",93561,agree
"Border is not secure enough",94280,unrelated
"Affirmative actions should be based on income",91786,unrelated
"Colleges do not need humanities programs",90012,unrelated
"Fees are necessary",90452,unrelated
"It is harder to be a celebrity now",93820,agree
"Companies can excel without making workers miserable",90713,unrelated
"Public preschool is a smart investment",90041,unrelated
"Economists are not overrated",90417,unrelated
"Overcrowded national parks should have restricted access",92538,discuss
"Pollings do no undermine democracy",92805,disagree
"Privatization is a bad deal for cities and states",93590,unrelated
"Electric cars will not succeed",92931,unrelated
"Voting should be a constitutional right",93589,agree
"Jail record should be an employer's first impression",92071,unrelated
"Colleges do not need humanities programs",93117,unrelated
"Colleges do not need humanities programs",90224,unrelated
"Schoold day should be longer",93807,unrelated
"Former colonial powers should not pay reparations",91017,unrelated
"Former colonial powers should not pay reparations",93070,unrelated
"We don't need libraries",92487,unrelated
"Government should grade colleges",93145,agree
"We do not need more advice about eating well",91042,agree
"We should manipulate our dreams",90189,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",93851,disagree
"Companies can be trusted",91958,unrelated
"Christians have created a harmful atmosphere for gays",93055,discuss
"Non-Muslims help women by wearing hijabs",94257,unrelated
"Supreme court is not too powerful",91571,unrelated
"Marijuana is a gateway drug",92347,unrelated
"Veganism is good for everyone",90472,unrelated
"We don't need the C.I.A.",93655,unrelated
"Farm subsidies do not protect national security",93914,discuss
"We don't need libraries",91305,agree
"No, it can't denounce",92361,unrelated
"Doping should be allowed",93925,unrelated
"Medical websites are dangerous",93944,unrelated
"Tenure protects bad teachers",91025,unrelated
"Salt should have a place at the table",92088,unrelated
"Voting should be a constitutional right",92440,unrelated
"Felons should be allowed to vote",91683,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",91954,unrelated
"Tenure protects bad teachers",93536,unrelated
"Women should delay motherhood",90825,unrelated
"Parents' religious beliefs should allow them to refuse medical care for their children",91980,unrelated
"The U.S. should lift sanctions with Cuba",90607,discuss
"Machines are gaining the upper hand on humans",90280,unrelated
"Companies can be trusted",90297,disagree
"Economists are not overrated",94045,agree
"Royal Couple could be a modern family",90390,unrelated
"Speech can be limited for public workers",91779,unrelated
"Kurds are allies in SyriaAllies",92642,unrelated
"Not to tip",92888,discuss
"Parents should control what kids learn at school",93835,unrelated
"Colleges do not need humanities programs",93023,unrelated
"No, it can't denounce",90138,unrelated
"Companies should be allowed to patent genes",90731,disagree
"No, it can't denounce",93489,unrelated
"Crime can be ethically predicted",92344,unrelated
"Non-Muslims help women by wearing hijabs",92943,unrelated
"Do not drop sports program in undergraduate schools",94195,unrelated
"US should attack Syria",93107,unrelated
"Farms could survive without illegal labor",93728,agree
"Same-sex colleges are outdated",94276,unrelated
"Extreme parenting is counterproductive",91765,unrelated
"Parents should control what kids learn at school",92407,unrelated
"Overcrowding is a legitimate threat",93586,unrelated
"Charter schools are cherry-picking students",93531,unrelated
"Turkey belongs to NATO",91543,unrelated
"Legislation should not protect obese",93864,unrelated
"Do not stop taxing capital gains",91818,agree
"Same-sex colleges are outdated",93704,unrelated
"School librarians are expendable",90153,unrelated
"Euro bonds can save the Union",93051,unrelated
"Medicare doesn't need to be reformed",91353,unrelated
"Nuclear power is not the answer to climate change",93466,unrelated
"Farm subsidies do not protect national security",91081,unrelated
"Olympics are more trouble",90938,agree
"Companies can excel without making workers miserable",92212,unrelated
"Colleges do not need humanities programs",90771,unrelated
"Parents should control what kids learn at school",92536,unrelated
"Parents should make vacation with kids",92790,disagree
"Amazon will kill off publishers",91367,unrelated
"Greece will destroy the Euro Zone",92813,unrelated
"College free for everyone",94022,discuss
"Wal-Mart can make us healthier",92350,unrelated
"Rich politicans are less corruptible",93013,discuss
"Unpaid intenship exploit college students",93455,unrelated
"Veganism is good for everyone",94359,unrelated
"Do not stop taxing capital gains",92003,unrelated
"It should be illegal to declaw your cat",93691,unrelated
"Medicare doesn't need to be reformed",92084,unrelated
"College should be free",91541,unrelated
"Foreign language classes should be mandatory in college",94264,unrelated
"Tenure protects bad teachers",94345,unrelated
"Home schoolers deserve a tax break",91872,unrelated
"Helping condo developers help the city",92510,unrelated
"Home schoolers deserve a tax break",92197,unrelated
"College students' votes do matter in an election",90140,unrelated
"Extreme parenting is counterproductive",90703,unrelated
"Parents should control what kids learn at school",90762,unrelated
"Legislation should not protect obese",91397,unrelated
"Do not stop taxing capital gains",93509,unrelated
"Open office layout should be reconsidered",93925,unrelated
"Rim should be raised",92611,unrelated
"Police is reacting to dangers",92101,unrelated
"Farm subsidies do not protect national security",93297,unrelated
"Vaccination should be mandatory for all children",91253,agree
"Parents should make vacation with kids",92547,unrelated
"Do not stop taxing capital gains",91815,agree
"Not to tip",91985,unrelated
"Home-schoolers should not play for high school teams",92276,unrelated
"Schoold day should be longer",92706,unrelated
"Tracking kids does not invade privacy",92424,unrelated
"Non-Muslims help women by wearing hijabs",92186,disagree
"The U.S. Embassy should be moved from Tel Aviv to Jerusalem",90570,unrelated
"Felons should be allowed to vote",92495,unrelated
"Immigration is not really a problem",90814,unrelated
"Non-Muslims help women by wearing hijabs",93938,unrelated
"College students' votes do matter in an election",94432,unrelated
"Comment sections have failed",90865,unrelated
"Rim should be raised",92424,unrelated
"Colorado didn't go too far with pot",94008,unrelated
"Nations should not recognize a Palestinian state",90468,unrelated
"Medical websites are dangerous",91300,unrelated
"Christians have created a harmful atmosphere for gays",90526,unrelated
"The new apps is a way for people to get into popular restaurants",91054,unrelated
"Modern men are manly enough",91039,discuss
"Government should not regulate airline industry again",93162,unrelated
"Rim should be raised",91905,unrelated
"We don't need to hear from candidate's spouse",90630,agree
"Obamacare is not working",90495,unrelated
"Colorado didn't go too far with pot",90552,unrelated
"Overcrowded national parks should have restricted access",92706,unrelated
"Olympics are more trouble",91558,unrelated
"Rim should be raised",92548,unrelated
"Veganism is good for everyone",93666,unrelated
"Tenure protects bad teachers",92713,agree
"Do not drop sports program in undergraduate schools",91067,unrelated
"Hamas-Fatah unity can lead to mideast peace",92401,unrelated
"Iran doesn't remain a threat",92993,agree
"Guns should be permitted on college campuses",90580,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",90421,disagree
"Not to tip",90348,unrelated
"No, the laws should not be toughened",91256,agree
"Medical websites are dangerous",92737,unrelated
"No, it can't denounce",92584,agree
"Comment sections have failed",91809,unrelated
"Felons should be allowed to vote",94229,agree
"Supporting Israel helps",91801,disagree
"Students should be taught cursive",92018,unrelated
"The A.D.H.D. diagnosis is helping kids",93425,unrelated
"US should attack Syria",92944,unrelated
"Veganism is good for everyone",90067,disagree
"Medical websites are dangerous",91849,unrelated
"The U.S. should not work with Assad to fight ISIS",92736,unrelated
"Supporting Israel helps",94384,unrelated
"Medical websites are dangerous",92498,unrelated
"Prostituion is safer when it's legal",90407,unrelated
"California doesn't need high-speed rail",92581,unrelated
"Prostituion is safer when it's legal",91779,unrelated
"Young people are being irresponsible by delaying the rituals of adult life",92807,unrelated
"Not to tip",91443,unrelated
"Farms could survive without illegal labor",93723,agree
"Tenure protects bad teachers",92686,discuss
"Supporting Israel helps",93719,unrelated
"Fraternities and sororities should be co-ed",90525,unrelated
"Women should be encouraged to have kids at home",90093,unrelated
"America's fears are legitimate",92894,unrelated
"Keep children's books light",94063,agree
"Young people are being irresponsible by delaying the rituals of adult life",91623,unrelated
"Vaccination should be mandatory for all children",91197,disagree
"Companies can excel without making workers miserable",92112,unrelated
"Veganism is good for everyone",90671,unrelated
"TFA has not raised the status of teachers",92439,agree
"New York's bike lanes are not working",90484,agree
"Prostituion is safer when it's legal",90831,discuss
"Non-Muslims help women by wearing hijabs",92167,discuss
"Do not stop taxing capital gains",90418,unrelated
"Public preschool is a smart investment",91554,unrelated
"Prostituion is safer when it's legal",92398,unrelated
"Farms could survive without illegal labor",94150,unrelated
"We don't need libraries",91996,unrelated
"Former colonial powers should not pay reparations",91959,unrelated
"Mother Teresa should be canonized",91238,unrelated
"Medical websites are dangerous",92752,unrelated
"Rock Hall of Fame doesn't matter",93930,unrelated
"US should attack Syria",90698,unrelated
"College free for everyone",92033,unrelated
"Tennis strung is not too tight",93378,unrelated
"Comment sections have failed",91324,unrelated
"Economists are not overrated",94051,discuss
"We don't need the C.I.A.",91148,unrelated
"Christians have created a harmful atmosphere for gays",90361,unrelated
"Beachfront homes should have to open their land to the public",92263,unrelated
"Obamacare is not working",93222,unrelated
"Supporting Israel helps",91751,disagree
"Christians have created a harmful atmosphere for gays",91870,unrelated
"Parents should help their children with homework",94419,unrelated
